station;date;time;Timestamp;prec;metp;pres
6069;02-01-2021;14;02-01-21 14:00;0;1.4;1006
6069;02-01-2021;15;02-01-21 15:00;0;1.3;1006.5
6069;02-01-2021;16;02-01-21 16:00;0;0.7;1006.9
6069;02-01-2021;17;02-01-21 17:00;0;0.5;1007.4
6069;02-01-2021;18;02-01-21 18:00;0;0.5;1008
6069;02-01-2021;19;02-01-21 19:00;0;0.6;1008.6
6069;02-01-2021;20;02-01-21 20:00;0;0.5;1009.2
6069;02-01-2021;21;02-01-21 21:00;0;0.5;1009.8
6069;02-01-2021;22;02-01-21 22:00;0.3;0.5;1010.2
6069;02-01-2021;23;02-01-21 23:00;0;0.5;1010.7
6069;03-01-2021;0;03-01-21 00:00;0;0.5;1011
6069;03-01-2021;1;03-01-21 01:00;0;0.5;1011.4
6069;03-01-2021;2;03-01-21 02:00;0;0.5;1011.8
6069;03-01-2021;3;03-01-21 03:00;0;0.5;1012.1
6069;03-01-2021;4;03-01-21 04:00;0;0.7;1012.2
6069;03-01-2021;5;03-01-21 05:00;0;1;1012.6
6069;03-01-2021;6;03-01-21 06:00;0;1.2;1013.1
6069;03-01-2021;7;03-01-21 07:00;0;1.1;1013.6
6069;03-01-2021;8;03-01-21 08:00;0;0.8;1014
6069;03-01-2021;9;03-01-21 09:00;0.1;0.5;1014.7
6069;03-01-2021;10;03-01-21 10:00;0;1.1;1015.2
6069;03-01-2021;11;03-01-21 11:00;0;2.3;1015.6
6069;03-01-2021;12;03-01-21 12:00;0;2;1015.7
6069;03-01-2021;13;03-01-21 13:00;0;2.3;1015.8
6069;03-01-2021;14;03-01-21 14:00;0;2.3;1016.1
6069;03-01-2021;15;03-01-21 15:00;0;2;1016.4
6069;03-01-2021;16;03-01-21 16:00;0;1.6;1016.8
6069;03-01-2021;17;03-01-21 17:00;0;1.5;1017.1
6069;03-01-2021;18;03-01-21 18:00;0;1.6;1017.2
6069;03-01-2021;19;03-01-21 19:00;0;1.4;1017.5
6069;03-01-2021;20;03-01-21 20:00;0;1.3;1017.7
6069;03-01-2021;21;03-01-21 21:00;0;1.1;1017.8
6069;03-01-2021;22;03-01-21 22:00;0;1;1017.8
6069;03-01-2021;23;03-01-21 23:00;0;0.9;1017.9
6069;04-01-2021;0;04-01-21 00:00;0;0.8;1017.7
6069;04-01-2021;1;04-01-21 01:00;0;0.7;1017.3
6069;04-01-2021;2;04-01-21 02:00;0;0.5;1017.2
6069;04-01-2021;3;04-01-21 03:00;0;0.4;1017.1
6069;04-01-2021;4;04-01-21 04:00;0;0;1016.9
6069;04-01-2021;5;04-01-21 05:00;0;-0.6;1016.8
6069;04-01-2021;6;04-01-21 06:00;0;-0.9;1016.9
6069;04-01-2021;7;04-01-21 07:00;0;-1;1016.9
6069;04-01-2021;8;04-01-21 08:00;0.1;-1.2;1017.2
6069;04-01-2021;9;04-01-21 09:00;0;-0.9;1017.4
6069;04-01-2021;10;04-01-21 10:00;0;-1;1017.6
6069;04-01-2021;11;04-01-21 11:00;0.1;-0.8;1017.6
6069;04-01-2021;12;04-01-21 12:00;0;-0.5;1017.2
6069;04-01-2021;13;04-01-21 13:00;0;-0.3;1016.7
6069;04-01-2021;14;04-01-21 14:00;0;-0.3;1016.5
6069;04-01-2021;15;04-01-21 15:00;0;-0.1;1016.4
6069;04-01-2021;16;04-01-21 16:00;0;-0.1;1016.2
6069;04-01-2021;17;04-01-21 17:00;0;0.3;1016.4
6069;04-01-2021;18;04-01-21 18:00;0;0.4;1016.5
6069;04-01-2021;19;04-01-21 19:00;0;0.5;1016.5
6069;04-01-2021;20;04-01-21 20:00;0;0.6;1016.5
6069;04-01-2021;21;04-01-21 21:00;0;0.8;1016.6
6069;04-01-2021;22;04-01-21 22:00;0;0.7;1016.8
6069;04-01-2021;23;04-01-21 23:00;0;0.2;1016.9
6069;05-01-2021;0;05-01-21 00:00;0;0.2;1016.8
6069;05-01-2021;1;05-01-21 01:00;0;0.2;1016.6
6069;05-01-2021;2;05-01-21 02:00;0;0.2;1016.7
6069;05-01-2021;3;05-01-21 03:00;0.1;0.2;1016.5
6069;05-01-2021;4;05-01-21 04:00;0.1;0.1;1016.2
6069;05-01-2021;5;05-01-21 05:00;0.1;0.1;1016.1
6069;05-01-2021;6;05-01-21 06:00;0;0.2;1016.1
6069;05-01-2021;7;05-01-21 07:00;0.2;0.6;1016.1
6069;05-01-2021;8;05-01-21 08:00;0;1;1016.4
6069;05-01-2021;9;05-01-21 09:00;0;0.9;1016.7
6069;05-01-2021;10;05-01-21 10:00;0;1.1;1016.8
6069;05-01-2021;11;05-01-21 11:00;0;1.6;1016.8
6069;05-01-2021;12;05-01-21 12:00;0;1.8;1016.7
6069;05-01-2021;13;05-01-21 13:00;0;1.9;1016.2
6069;05-01-2021;14;05-01-21 14:00;0;1.8;1016
6069;05-01-2021;15;05-01-21 15:00;0;1.8;1015.8
6069;05-01-2021;16;05-01-21 16:00;0;1.4;1015.8
6069;05-01-2021;17;05-01-21 17:00;0;1.6;1015.5
6069;05-01-2021;18;05-01-21 18:00;0;1.2;1015.4
6069;05-01-2021;19;05-01-21 19:00;0;0.8;1015.2
6069;05-01-2021;20;05-01-21 20:00;0.2;0.7;1015.2
6069;05-01-2021;21;05-01-21 21:00;0;0.7;1015.2
6069;05-01-2021;22;05-01-21 22:00;0;0.7;1015
6069;05-01-2021;23;05-01-21 23:00;0;0.5;1014.5
6069;06-01-2021;0;06-01-21 00:00;0;0.6;1014
6069;06-01-2021;1;06-01-21 01:00;0;0.5;1013.6
6069;06-01-2021;2;06-01-21 02:00;0;0.4;1013.1
6069;06-01-2021;3;06-01-21 03:00;0;0.3;1012.6
6069;06-01-2021;4;06-01-21 04:00;0;0.3;1012
6069;06-01-2021;5;06-01-21 05:00;0;0.4;1011.4
6069;06-01-2021;6;06-01-21 06:00;0;0.3;1010.8
6069;06-01-2021;7;06-01-21 07:00;0;0.3;1010.6
6069;06-01-2021;8;06-01-21 08:00;0;0;1010.4
6069;06-01-2021;9;06-01-21 09:00;0;-0.2;1010.2
6069;06-01-2021;10;06-01-21 10:00;0;-0.3;1009.7
6069;06-01-2021;11;06-01-21 11:00;0;-0.6;1009.1
6069;06-01-2021;12;06-01-21 12:00;0;-0.7;1008.4
6069;06-01-2021;13;06-01-21 13:00;0.1;-0.6;1007.7
6069;06-01-2021;14;06-01-21 14:00;0.1;-0.5;1007
6069;06-01-2021;15;06-01-21 15:00;0;-0.5;1006.7
6069;06-01-2021;16;06-01-21 16:00;0;-0.5;1006.4
6069;06-01-2021;17;06-01-21 17:00;0;-0.6;1005.9
6069;06-01-2021;18;06-01-21 18:00;0;-0.6;1005.5
6069;06-01-2021;19;06-01-21 19:00;0.1;-0.5;1005.2
6069;06-01-2021;20;06-01-21 20:00;0.1;-0.4;1005
6069;06-01-2021;21;06-01-21 21:00;0.2;-0.3;1004.7
6069;06-01-2021;22;06-01-21 22:00;0.3;-0.3;1004.4
6069;06-01-2021;23;06-01-21 23:00;0.2;-0.2;1004
6069;07-01-2021;0;07-01-21 00:00;0.3;-0.1;1003.5
6069;07-01-2021;1;07-01-21 01:00;0.1;0;1003.2
6069;07-01-2021;2;07-01-21 02:00;0;0.1;1002.8
6069;07-01-2021;3;07-01-21 03:00;0.1;0.2;1002.8
6069;07-01-2021;4;07-01-21 04:00;0.7;0;1002.4
6069;07-01-2021;5;07-01-21 05:00;0;0;1002.2
6069;07-01-2021;6;07-01-21 06:00;0.2;0;1002.1
6069;07-01-2021;7;07-01-21 07:00;0.1;0;1002.1
6069;07-01-2021;8;07-01-21 08:00;0.1;0;1002.2
6069;07-01-2021;9;07-01-21 09:00;0.1;0.1;1002.5
6069;07-01-2021;10;07-01-21 10:00;0.1;0;1002.6
6069;07-01-2021;11;07-01-21 11:00;0.6;0.1;1002.5
6069;07-01-2021;12;07-01-21 12:00;0;0.2;1002.2
6069;07-01-2021;13;07-01-21 13:00;0;0.2;1001.9
6069;07-01-2021;14;07-01-21 14:00;0.1;0;1001.7
6069;07-01-2021;15;07-01-21 15:00;0.1;0;1001.8
6069;07-01-2021;16;07-01-21 16:00;0;0;1002
6069;07-01-2021;17;07-01-21 17:00;0;0;1002.2
6069;07-01-2021;18;07-01-21 18:00;0;0;1002
6069;07-01-2021;19;07-01-21 19:00;0;0;1002.1
6069;07-01-2021;20;07-01-21 20:00;0;0;1002.2
6069;07-01-2021;21;07-01-21 21:00;0;0;1002.3
6069;07-01-2021;22;07-01-21 22:00;0;0;1002.3
6069;07-01-2021;23;07-01-21 23:00;0;0;1002.2
6069;08-01-2021;0;08-01-21 00:00;0;-0.1;1002.2
6069;08-01-2021;1;08-01-21 01:00;0;-0.2;1002.1
6069;08-01-2021;2;08-01-21 02:00;0;-0.3;1002.2
6069;08-01-2021;3;08-01-21 03:00;0;-0.3;1002.3
6069;08-01-2021;4;08-01-21 04:00;0;-0.6;1002.3
6069;08-01-2021;5;08-01-21 05:00;0;-0.8;1002.4
6069;08-01-2021;6;08-01-21 06:00;0;-0.9;1002.6
6069;08-01-2021;7;08-01-21 07:00;0;-1;1002.8
6069;08-01-2021;8;08-01-21 08:00;0;-0.8;1003.3
6069;08-01-2021;9;08-01-21 09:00;0;-0.5;1003.9
6069;08-01-2021;10;08-01-21 10:00;0;-0.2;1004.5
6069;08-01-2021;11;08-01-21 11:00;0;0;1004.7
6069;08-01-2021;12;08-01-21 12:00;0;0.1;1004.9
6069;08-01-2021;13;08-01-21 13:00;0;0.1;1005
6069;08-01-2021;14;08-01-21 14:00;0;0.2;1005.1
6069;08-01-2021;15;08-01-21 15:00;0;0;1005.5
6069;08-01-2021;16;08-01-21 16:00;0;-0.1;1006.1
6069;08-01-2021;17;08-01-21 17:00;0;-0.2;1006.6
6069;08-01-2021;18;08-01-21 18:00;0;-0.1;1007.1
6069;08-01-2021;19;08-01-21 19:00;0;-0.1;1007.5
6069;08-01-2021;20;08-01-21 20:00;0;-0.2;1007.8
6069;08-01-2021;21;08-01-21 21:00;0.1;-0.1;1008.2
6069;08-01-2021;22;08-01-21 22:00;0.2;0;1008.6
6069;08-01-2021;23;08-01-21 23:00;0;0.1;1009.2
6069;09-01-2021;0;09-01-21 00:00;0;0.1;1009.4
6069;09-01-2021;1;09-01-21 01:00;0.1;0.1;1009.6
6069;09-01-2021;2;09-01-21 02:00;0;0;1009.9
6069;09-01-2021;3;09-01-21 03:00;0;0.1;1010.2
6069;09-01-2021;4;09-01-21 04:00;0;0.1;1010.4
6069;09-01-2021;5;09-01-21 05:00;0;0.1;1010.8
6069;09-01-2021;6;09-01-21 06:00;0;0.1;1011.2
6069;09-01-2021;7;09-01-21 07:00;0;0.1;1011.5
6069;09-01-2021;8;09-01-21 08:00;0;0.1;1012
6069;09-01-2021;9;09-01-21 09:00;0;0.1;1012.4
6069;09-01-2021;10;09-01-21 10:00;0;0.2;1012.9
6069;09-01-2021;11;09-01-21 11:00;0;0.4;1013.1
6069;09-01-2021;12;09-01-21 12:00;0;0.6;1012.8
6069;09-01-2021;13;09-01-21 13:00;0;0.7;1012.7
6069;09-01-2021;14;09-01-21 14:00;0;0.7;1012.3
6069;09-01-2021;15;09-01-21 15:00;0;0.8;1012.2
6069;09-01-2021;16;09-01-21 16:00;0;0.6;1012.5
6069;09-01-2021;17;09-01-21 17:00;0;0.5;1012.7
6069;09-01-2021;18;09-01-21 18:00;0;0.4;1012.5
6069;09-01-2021;19;09-01-21 19:00;0;0.2;1012.3
6069;09-01-2021;20;09-01-21 20:00;0;-0.2;1011.8
6069;09-01-2021;21;09-01-21 21:00;0;-0.2;1011.6
6069;09-01-2021;22;09-01-21 22:00;0;0.1;1011.2
6069;09-01-2021;23;09-01-21 23:00;0;-0.1;1010.8
6069;10-01-2021;0;10-01-21 00:00;0;-0.4;1009.7
6069;10-01-2021;1;10-01-21 01:00;0;-0.2;1009.1
6069;10-01-2021;2;10-01-21 02:00;0;-0.1;1008.6
6069;10-01-2021;3;10-01-21 03:00;0;0.2;1007.8
6069;10-01-2021;4;10-01-21 04:00;0;0.7;1007.1
6069;10-01-2021;5;10-01-21 05:00;0;1;1006.5
6069;10-01-2021;6;10-01-21 06:00;0.1;1.5;1005.8
6069;10-01-2021;7;10-01-21 07:00;0.2;1.8;1005.6
6069;10-01-2021;8;10-01-21 08:00;1.5;1.5;1006.1
6069;10-01-2021;9;10-01-21 09:00;0.4;1.2;1006.3
6069;10-01-2021;10;10-01-21 10:00;0;1.6;1006.5
6069;10-01-2021;11;10-01-21 11:00;0;1.8;1006.5
6069;10-01-2021;12;10-01-21 12:00;0;2;1006.3
6069;10-01-2021;13;10-01-21 13:00;0;2.4;1005.9
6069;10-01-2021;14;10-01-21 14:00;0;3;1005.6
6069;10-01-2021;15;10-01-21 15:00;0;2.6;1005.7
6069;10-01-2021;16;10-01-21 16:00;0;1.4;1005.4
6069;10-01-2021;17;10-01-21 17:00;0;0.7;1005.1
6069;10-01-2021;18;10-01-21 18:00;0;0;1004.9
6069;10-01-2021;19;10-01-21 19:00;0;0;1004.8
6069;10-01-2021;20;10-01-21 20:00;0;0;1004.4
6069;10-01-2021;21;10-01-21 21:00;0;-0.4;1004.2
6069;10-01-2021;22;10-01-21 22:00;0;-1;1003.8
6069;10-01-2021;23;10-01-21 23:00;0;-1.1;1003.4
6069;11-01-2021;0;11-01-21 00:00;0;-0.2;1002.7
6069;11-01-2021;1;11-01-21 01:00;0;0.2;1002
6069;11-01-2021;2;11-01-21 02:00;0.1;1;1001.2
6069;11-01-2021;3;11-01-21 03:00;0.1;1.6;1000.4
6069;11-01-2021;4;11-01-21 04:00;0.4;2.1;999.1
6069;11-01-2021;5;11-01-21 05:00;0.1;2.6;997.9
6069;11-01-2021;6;11-01-21 06:00;0.1;3.4;996.9
6069;11-01-2021;7;11-01-21 07:00;0.2;4.1;996
6069;11-01-2021;8;11-01-21 08:00;0.2;4.9;995.4
6069;11-01-2021;9;11-01-21 09:00;0.1;5.3;994.9
6069;11-01-2021;10;11-01-21 10:00;0.3;5.6;994.4
6069;11-01-2021;11;11-01-21 11:00;0.2;5.8;993.9
6069;11-01-2021;12;11-01-21 12:00;0;6;992.7
6069;11-01-2021;13;11-01-21 13:00;0;5.9;991.5
6069;11-01-2021;14;11-01-21 14:00;0;5.8;990.3
6069;11-01-2021;15;11-01-21 15:00;0.3;5.8;989.2
6069;11-01-2021;16;11-01-21 16:00;0.6;5.7;988
6069;11-01-2021;17;11-01-21 17:00;0.9;5.9;986.9
6069;11-01-2021;18;11-01-21 18:00;1.1;6;986
6069;11-01-2021;19;11-01-21 19:00;0.6;6.1;985.4
6069;11-01-2021;20;11-01-21 20:00;0.3;5.9;984.6
6069;11-01-2021;21;11-01-21 21:00;1.9;5.6;983.9
6069;11-01-2021;22;11-01-21 22:00;0.5;2.9;984
6069;11-01-2021;23;11-01-21 23:00;0.4;1.4;984.1
6069;12-01-2021;0;12-01-21 00:00;0.3;1.5;984.5
6069;12-01-2021;1;12-01-21 01:00;0;1.4;985.1
6069;12-01-2021;2;12-01-21 02:00;0;0.9;985.7
6069;12-01-2021;3;12-01-21 03:00;0;0.3;986.1
6069;12-01-2021;4;12-01-21 04:00;0;-0.2;986.4
6069;12-01-2021;5;12-01-21 05:00;0;-0.4;986.5
6069;12-01-2021;6;12-01-21 06:00;0;-0.7;986.6
6069;12-01-2021;7;12-01-21 07:00;0;-0.5;986.8
6069;12-01-2021;8;12-01-21 08:00;0;-0.3;987
6069;12-01-2021;9;12-01-21 09:00;0.1;0;987.3
6069;12-01-2021;10;12-01-21 10:00;0;0.1;987.6
6069;12-01-2021;11;12-01-21 11:00;0.4;0.2;987.8
6069;12-01-2021;12;12-01-21 12:00;0;0.1;987.9
6069;12-01-2021;13;12-01-21 13:00;0;0.6;988
6069;12-01-2021;14;12-01-21 14:00;0;1;987.8
6069;12-01-2021;15;12-01-21 15:00;0;0.7;988
6069;12-01-2021;16;12-01-21 16:00;0;0.9;988.3
6069;12-01-2021;17;12-01-21 17:00;0;1.2;988.3
6069;12-01-2021;18;12-01-21 18:00;0;1.2;988.2
6069;12-01-2021;19;12-01-21 19:00;0;1.4;988.4
6069;12-01-2021;20;12-01-21 20:00;0;1.4;988.6
6069;12-01-2021;21;12-01-21 21:00;0;1.6;988.7
6069;12-01-2021;22;12-01-21 22:00;0;2;988.9
6069;12-01-2021;23;12-01-21 23:00;0;2.2;989.2
6069;13-01-2021;0;13-01-21 00:00;0;2.2;989.5
6069;13-01-2021;1;13-01-21 01:00;0.1;2.2;989.4
6069;13-01-2021;2;13-01-21 02:00;0;2.2;989.2
6069;13-01-2021;3;13-01-21 03:00;0;2.1;989
6069;13-01-2021;4;13-01-21 04:00;0.2;1.8;988.6
6069;13-01-2021;5;13-01-21 05:00;0.2;1.5;988
6069;13-01-2021;6;13-01-21 06:00;1;0.6;987.4
6069;13-01-2021;7;13-01-21 07:00;2;0.8;987.1
6069;13-01-2021;8;13-01-21 08:00;0.3;0.4;987.1
6069;13-01-2021;9;13-01-21 09:00;0.1;0.3;987.5
6069;13-01-2021;10;13-01-21 10:00;0.7;-0.1;988.6
6069;13-01-2021;11;13-01-21 11:00;0;-0.6;990
6069;13-01-2021;12;13-01-21 12:00;0;-1.2;991.2
6069;13-01-2021;13;13-01-21 13:00;0.7;-0.7;992
6069;13-01-2021;14;13-01-21 14:00;0;-0.5;993
6069;13-01-2021;15;13-01-21 15:00;0;-0.4;994.2
6069;13-01-2021;16;13-01-21 16:00;0;-0.3;995.7
6069;13-01-2021;17;13-01-21 17:00;0;-0.9;997
6069;13-01-2021;18;13-01-21 18:00;0;-0.8;998
6069;13-01-2021;19;13-01-21 19:00;0;-0.5;999.2
6069;13-01-2021;20;13-01-21 20:00;0;-0.9;1000.6
6069;13-01-2021;21;13-01-21 21:00;0;-0.9;1001.7
6069;13-01-2021;22;13-01-21 22:00;0;-0.7;1002.9
6069;13-01-2021;23;13-01-21 23:00;0;-0.7;1004.2
6069;14-01-2021;0;14-01-21 00:00;0;-0.6;1005.2
6069;14-01-2021;1;14-01-21 01:00;0;-0.8;1006.2
6069;14-01-2021;2;14-01-21 02:00;0;-1;1007.2
6069;14-01-2021;3;14-01-21 03:00;0;-1.3;1007.9
6069;14-01-2021;4;14-01-21 04:00;0;-1.6;1008.7
6069;14-01-2021;5;14-01-21 05:00;0;-1.9;1009.4
6069;14-01-2021;6;14-01-21 06:00;0;-2.1;1009.8
6069;14-01-2021;7;14-01-21 07:00;0;-2.1;1010.5
6069;14-01-2021;8;14-01-21 08:00;0;-2.2;1010.9
6069;14-01-2021;9;14-01-21 09:00;0;-2.1;1011.4
6069;14-01-2021;10;14-01-21 10:00;0;-1.9;1012.3
6069;14-01-2021;11;14-01-21 11:00;0;-1.6;1013
6069;14-01-2021;12;14-01-21 12:00;0;-1.3;1013.3
6069;14-01-2021;13;14-01-21 13:00;0;-1.2;1013.3
6069;14-01-2021;14;14-01-21 14:00;0;-1.5;1013.6
6069;14-01-2021;15;14-01-21 15:00;0;-1.8;1013.7
6069;14-01-2021;16;14-01-21 16:00;0;-2;1013.9
6069;14-01-2021;17;14-01-21 17:00;0;-2.3;1014.4
6069;14-01-2021;18;14-01-21 18:00;0;-2.3;1014.6
6069;14-01-2021;19;14-01-21 19:00;0;-2.3;1014.6
6069;14-01-2021;20;14-01-21 20:00;0;-2.3;1014.8
6069;14-01-2021;21;14-01-21 21:00;0;-2.3;1015
6069;14-01-2021;22;14-01-21 22:00;0;-2.3;1015.4
6069;14-01-2021;23;14-01-21 23:00;0;-2.4;1015.6
6069;15-01-2021;0;15-01-21 00:00;0;-2.5;1015.7
6069;15-01-2021;1;15-01-21 01:00;0;-2.7;1015.6
6069;15-01-2021;2;15-01-21 02:00;0;-3.2;1015.6
6069;15-01-2021;3;15-01-21 03:00;0;-3.9;1015.8
6069;15-01-2021;4;15-01-21 04:00;0;-4.2;1015.9
6069;15-01-2021;5;15-01-21 05:00;0;-4;1016.2
6069;15-01-2021;6;15-01-21 06:00;0;-3.7;1016.3
6069;15-01-2021;7;15-01-21 07:00;0;-3.7;1016.6
6069;15-01-2021;8;15-01-21 08:00;0;-3.5;1017.1
6069;15-01-2021;9;15-01-21 09:00;0;-3.2;1017.5
6069;15-01-2021;10;15-01-21 10:00;0;-2.9;1017.9
6069;15-01-2021;11;15-01-21 11:00;0;-2.4;1018.1
6069;15-01-2021;12;15-01-21 12:00;0;-2.1;1018
6069;15-01-2021;13;15-01-21 13:00;0;-1.9;1017.8
6069;15-01-2021;14;15-01-21 14:00;0;-1.8;1017.6
6069;15-01-2021;15;15-01-21 15:00;0;-1.8;1017.6
6069;15-01-2021;16;15-01-21 16:00;0;-1.8;1017.5
6069;15-01-2021;17;15-01-21 17:00;0;-1.8;1017.5
6069;15-01-2021;18;15-01-21 18:00;0;-2.7;1017.5
6069;15-01-2021;19;15-01-21 19:00;0;-4.1;1017.5
6069;15-01-2021;20;15-01-21 20:00;0;-4.9;1017.6
6069;15-01-2021;21;15-01-21 21:00;0;-5.3;1017.6
6069;15-01-2021;22;15-01-21 22:00;0;-5.5;1017.6
6069;15-01-2021;23;15-01-21 23:00;0;-6.4;1017.5
6069;16-01-2021;0;16-01-21 00:00;0;-6.8;1017.2
6069;16-01-2021;1;16-01-21 01:00;0;-7.3;1016.8
6069;16-01-2021;2;16-01-21 02:00;0;-8;1016.6
6069;16-01-2021;3;16-01-21 03:00;0;-8.4;1016
6069;16-01-2021;4;16-01-21 04:00;0;-8.7;1015.7
6069;16-01-2021;5;16-01-21 05:00;0;-8.9;1015.4
6069;16-01-2021;6;16-01-21 06:00;0;-9.2;1014.6
6069;16-01-2021;7;16-01-21 07:00;0;-9.5;1014
6069;16-01-2021;8;16-01-21 08:00;0;-8.8;1013.6
6069;16-01-2021;9;16-01-21 09:00;0;-8.7;1013.8
6069;16-01-2021;10;16-01-21 10:00;0;-6.5;1013.9
6069;16-01-2021;11;16-01-21 11:00;0;-4.8;1013.2
6069;16-01-2021;12;16-01-21 12:00;0;-3;1012.5
6069;16-01-2021;13;16-01-21 13:00;0;-3.1;1011.5
6069;16-01-2021;14;16-01-21 14:00;0;-3.4;1010.7
6069;16-01-2021;15;16-01-21 15:00;0;-3.9;1010.4
6069;16-01-2021;16;16-01-21 16:00;0;-4.6;1009.8
6069;16-01-2021;17;16-01-21 17:00;0;-3.8;1009.2
6069;16-01-2021;18;16-01-21 18:00;0;-3.8;1008.8
6069;16-01-2021;19;16-01-21 19:00;0;-3.6;1008.6
6069;16-01-2021;20;16-01-21 20:00;0;-3.3;1008.5
6069;16-01-2021;21;16-01-21 21:00;0;-3.2;1008.1
6069;16-01-2021;22;16-01-21 22:00;0;-3.3;1007.6
6069;16-01-2021;23;16-01-21 23:00;0;-2.7;1007.4
6069;17-01-2021;0;17-01-21 00:00;0;-2.6;1007.1
6069;17-01-2021;1;17-01-21 01:00;0;-2.2;1006.7
6069;17-01-2021;2;17-01-21 02:00;0;-1.8;1006.6
6069;17-01-2021;3;17-01-21 03:00;0;-1.4;1006.5
6069;17-01-2021;4;17-01-21 04:00;0;-1.1;1006.4
6069;17-01-2021;5;17-01-21 05:00;0;-1;1006.5
6069;17-01-2021;6;17-01-21 06:00;0;-1.1;1006.7
6069;17-01-2021;7;17-01-21 07:00;0;-1.3;1007
6069;17-01-2021;8;17-01-21 08:00;0;-1.5;1007.5
6069;17-01-2021;9;17-01-21 09:00;0;-2.1;1007.9
6069;17-01-2021;10;17-01-21 10:00;0;-1.4;1008.4
6069;17-01-2021;11;17-01-21 11:00;0;-0.8;1008.8
6069;17-01-2021;12;17-01-21 12:00;0;0;1009
6069;17-01-2021;13;17-01-21 13:00;0;-0.2;1008.7
6069;17-01-2021;14;17-01-21 14:00;0;-0.2;1008.6
6069;17-01-2021;15;17-01-21 15:00;0;-0.4;1008.8
6069;17-01-2021;16;17-01-21 16:00;0;-1;1008.8
6069;17-01-2021;17;17-01-21 17:00;0;-1.3;1008.8
6069;17-01-2021;18;17-01-21 18:00;0;-1.2;1008.8
6069;17-01-2021;19;17-01-21 19:00;0;-1.2;1008.8
6069;17-01-2021;20;17-01-21 20:00;0;-1.2;1008.6
6069;17-01-2021;21;17-01-21 21:00;0;-1.1;1008.4
6069;17-01-2021;22;17-01-21 22:00;0;-1.1;1008.1
6069;17-01-2021;23;17-01-21 23:00;0;-1.1;1007.8
6069;18-01-2021;0;18-01-21 00:00;0;-1.1;1007.3
6069;18-01-2021;1;18-01-21 01:00;0;-1.3;1006.6
6069;18-01-2021;2;18-01-21 02:00;0;-1.5;1006.1
6069;18-01-2021;3;18-01-21 03:00;0;-1.5;1005.7
6069;18-01-2021;4;18-01-21 04:00;0;-1.2;1005.3
6069;18-01-2021;5;18-01-21 05:00;0;-1;1004.8
6069;18-01-2021;6;18-01-21 06:00;0;-0.8;1004.4
6069;18-01-2021;7;18-01-21 07:00;0;-0.8;1003.9
6069;18-01-2021;8;18-01-21 08:00;0;-0.7;1003.4
6069;18-01-2021;9;18-01-21 09:00;0;-0.6;1003.1
6069;18-01-2021;10;18-01-21 10:00;0;-0.4;1002.7
6069;18-01-2021;11;18-01-21 11:00;0;-0.1;1002
6069;18-01-2021;12;18-01-21 12:00;0.1;0.3;1001
